"","X","INSTNM","SATVR25","SATVRMID","SATVR75","SATMT25","SATMTMID","SATMT75","SATWR25","SATWRMID","SATWR75","TUITIONFEE_IN","TUITIONFEE_OUT","ACTCM25","ACTCM75","ACTCMMID","PCIP01","PCIP03","PCIP04","PCIP05","PCIP09","PCIP10","PCIP11","PCIP12","PCIP13","PCIP14","PCIP15","PCIP16","PCIP19","PCIP22","PCIP23","PCIP24","PCIP25","PCIP26","PCIP27","PCIP29","PCIP30","PCIP31","PCIP38","PCIP39","PCIP40","PCIP41","PCIP42","PCIP43","PCIP44","PCIP45","PCIP46","PCIP47","PCIP48","PCIP49","PCIP50","PCIP51","PCIP52","PCIP54","LATITUDE","LONGITUDE","HIGHDEG","HIGHDEG_1","undergrad.profile","twoorfour","partorfull","loworhigh","two.year","four.year","part.time","full.time","transfer.high","transfer.low"
"261",261,"State University of New York at New Paltz",510,555,600,520,560,600,500,552,603,7418,17068,23,27,25,0,0,0,0.017,0.1093,0,0.0118,0,0.1323,0.0141,0,0.0135,0,0,0.0582,0.0176,0,0.0259,0.0159,0,0,0,0.0082,0,0.017,0,0.0923,0,0,0.1364,0,0,0,0,0.1158,0.0347,0.144,0.0359,41.737205,-74.088727,4,"Graduate degree",15,"Four Year","Full Time","High",0,1,0,1,1,0
"262",262,"SUNY Oneonta",490,535,580,510,550,590,490,533,575,7568,17218,22,25,24,0,0.0131,0,0.0015,0.1054,0,0.0087,0,0.1657,0,0,0.0044,0.1083,0,0.0269,0,0,0.0618,0.0174,0,7e-04,0,0.0015,0,0.0269,0,0.0785,0.0574,0,0.0581,0,0,0,0,0.1192,0.0327,0.0887,0.0233,42.466555,-75.064186,4,"Graduate degree",15,"Four Year","Full Time","High",0,1,0,1,1,0
"263",263,"SUNY College at Oswego",510,550,590,510,555,600,440,590,600,7581,17231,22,26,24,0,0,0,0.0012,0.1262,0,0.0151,0,0.1482,0.0012,0,0.0087,0,0,0.0359,0,0,0.0562,0.0046,0,0.018,0.0388,6e-04,0,0.033,0,0.0984,0.0585,0,0.0411,0,0,0,0,0.062,0,0.2276,0.0249,43.453047,-76.543885,4,"Graduate degree",15,"Four Year","Full Time","High",0,1,0,1,1,0
"264",264,"SUNY College at Potsdam",430,590,580,460,590,670,430,560,610,7553,17203,20,34,23,0,0.0108,0,0,0.0499,0,0.0162,0,0.2156,0,0,0.0121,0,0,0.0593,0,0,0.062,0.027,0,0,0,0.004,0,0.035,0,0.0863,0.0364,0,0.0795,0,0,0,0,0.1334,0.0391,0.093,0.0404,44.662862,-74.976889,4,"Graduate degree",13,"Four Year","Full Time","High",0,1,0,1,1,0
"265",265,"SUNY at Purchase College",500,560,620,490,540,590,310,510,730,7933,17583,19,25,22,0,0.0134,0,0,0.0681,0,0,0,0,0,0,0.0078,0,0,0.067,0.1708,0,0.0335,0.0167,0,0,0,0.0145,0,0.0011,0,0.0424,0,0,0.1194,0,0,0,0,0.4152,0,0,0.0301,41.047092,-73.700127,4,"Graduate degree",13,"Four Year","Full Time","High",0,1,0,1,1,0
"266",266,"SUNY College of Optometry",460,530,670,500,530,680,460,560,570,8658,23981,24,25,23,0.0306,0.0146,0.0308,0.031,0.0477,0.0131,0.0315,0.0048,0.0119,0.024,0.0436,0.047,0.0192,0.0396,0.0446,0.0174,0.0058,0.0121,0.0194,0.0174,0.0132,0.0367,0.0125,0.045,0.0426,0.0235,0.0083,0.0355,0.0193,0.0261,0.0394,0.0387,0.0376,0.01,0.0261,0.0188,0.0353,0.0252,40.754465,-73.982236,4,"Graduate degree",0,"Four Year","Full Time","Low",0,0,0,0,0,0
"267",267,"SUNY College at Old Westbury",450,490,530,460,505,550,430,480,530,7323,16953,20,23,22,0,0,0,0.0277,0.0654,0,0.0155,0,0.1197,0,0,0.0188,0,0,0.0366,0.0022,0,0.0399,0.0188,0,0,0,0.0033,0,0.0033,0,0.1452,0,0,0.2273,0,0,0,0,0.0155,0,0.2461,0.0144,40.789842,-73.570966,4,"Graduate degree",13,"Four Year","Full Time","High",0,1,0,1,1,0
"268",268,"SUNY College at Plattsburgh",460,510,560,470,515,560,490,520,740,7517,17167,20,25,23,0,0.0322,0,0.0075,0.0846,0,0.0195,0,0.0524,0,0,0.009,0.018,0,0.0419,0.0202,0,0.0464,0.015,0,0,0.0097,0.003,0,0.018,0,0.0853,0.0876,0.0284,0.0501,0,0,0,0,0.0412,0.0876,0.2066,0.0359,44.691103,-73.467342,4,"Graduate degree",13,"Four Year","Full Time","High",0,1,0,1,1,0
"269",269,"SUNY Downstate Medical Center",450,590,700,490,530,770,530,560,630,11065,34014,25,36,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.655283,-73.943827,4,"Graduate degree",7,"Four Year","Full Time","High",0,1,0,1,1,0
"270",270,"SUNY Empire State College",380,520,600,450,510,640,420,550,640,6665,16315,23,34,26,0,0,0,0,0,0,0,0,0.0206,0,0,0,0,0,0.0578,0,0,0,0,0,0.0797,0,0,0,0.066,0,0.0712,0,0.2384,0.0189,0,0,0,0,0.0421,0.0317,0.3498,0.0238,43.078304,-73.779915,4,"Graduate degree",5,"Four Year","Part Time","Low",0,1,1,0,0,0
"271",271,"SUNY Maritime College",490,535,580,530,570,610,470,515,560,7446,17096,22,26,24,0,0,0,0,0,0,0,0,0,0.4095,0.0356,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0.0445,0,0,0,0,0,0,0,0,0,0,0,0.5074,0,40.809048,-73.800336,4,"Graduate degree",15,"Four Year","Full Time","High",0,1,0,1,1,0
"272",272,"Upstate Medical University",340,520,580,500,570,700,470,540,700,5820,13927,21,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9856,0,0,43.042951,-76.138976,4,"Graduate degree",7,"Four Year","Full Time","High",0,1,0,1,1,0
"273",273,"Swedish Institute a College of Health Sciences",490,490,570,560,580,710,540,590,600,13500,13500,23,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9167,0,0,40.746384,-73.99567,2,"Associate degree",3,"Two Year","Full Time","Low",1,0,0,1,0,0
"274",274,"Syracuse University",520,570,620,550,605,660,530,580,630,41886,41886,24,29,27,0,0,0.0349,0.0033,0.1361,0,0.0543,0,0.0233,0.0862,0,0.0107,0.0316,0,0.0266,0.0057,0,0.0469,0.0036,0,0.0051,0.0307,0.0015,0,0.009,0,0.0507,0,0.0251,0.1134,0,0,0,0,0.1044,0.0251,0.1588,0.0131,43.040005,-76.136633,4,"Graduate degree",14,"Four Year","Full Time","Low",0,1,0,0,0,1
"275",275,"Talmudical Seminary Oholei Torah",390,530,620,540,610,660,500,520,590,8900,8900,25,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.635963,-73.972235,3,"Bachelor's degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"276",276,"Talmudical Institute of Upstate New York",330,500,720,300,560,710,400,510,680,5000,5000,25,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.147062,-77.574943,3,"Bachelor's degree",10,"Four Year","Full Time","Low",0,1,0,1,0,1
"277",277,"Teachers College at Columbia University",540,550,550,410,550,760,370,520,680,6063,17129,23,27,24,0.001,0.0362,0.0028,0.0442,0.0188,0.0211,0.0334,0.0344,0.0314,0.0311,0.0189,0.036,0.0068,0.0039,0.0338,0.0275,0.032,0.0423,0.031,0.0306,0.0188,0.0071,0.0282,0.0308,0.0415,5e-04,0.0409,0.0456,0.0034,0.021,0.0319,0.0343,0.0209,0.0305,0.0456,0.0092,0.0413,0.0311,40.810311,-73.960399,4,"Graduate degree",0,"Four Year","Full Time","Low",0,0,0,0,0,0
"278",278,"Technical Career Institutes",450,520,650,560,530,720,560,580,740,13540,13540,21,27,24,0,0,0,0,0.0342,0,0,0,0,0,0.2845,0,0,0.0595,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375,0.1345,0,0.0684,0.0639,0,0.0143,0,0.2084,0.0948,0,40.750572,-73.996048,2,"Associate degree",3,"Two Year","Full Time","Low",1,0,0,1,0,0
"279",279,"Tompkins Cortland Community College",410,540,620,410,550,600,470,590,700,5491,10291,24,28,25,0,0.0048,0,0,0.0216,0.018,0.0312,0,0,0.0072,0.0096,0,0.0252,0.0168,0.006,0.3469,0,0,0,0,0,0.0192,0,0,0,0.006,0,0.0696,0.0384,0,0,0,0,0,0.0132,0.0936,0.2725,0,42.502006,-76.287586,2,"Associate degree",2,"Two Year","Part Time","Low",1,0,1,0,0,0
"280",280,"Torah Temimah Talmudical Seminary",450,570,680,450,520,670,410,500,740,10450,10450,21,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.635509,-73.971973,3,"Bachelor's degree",10,"Four Year","Full Time","Low",0,1,0,1,0,1
"281",281,"Touro College",380,560,690,470,520,660,460,600,600,15650,15650,25,33,25,0,0,0,0,0.0255,0.0041,0.0148,0,0.0061,0,0,0,0,0.0041,0.002,0.2052,0,0.0597,0.0071,0,0.1547,0,0.0031,0,0,0,0.1516,0,0.0786,0.0174,0,0,0,0,0,0.1358,0.1291,0.001,40.75348,-73.989691,4,"Graduate degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"282",282,"Trocaire College",500,570,740,460,560,780,470,510,640,15820,15820,21,34,25,0,0,0,0,0,0,0.0217,0,0,0,0,0,0,0,0,0.0169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9253,0.0361,0,42.846625,-78.812637,3,"Bachelor's degree",5,"Four Year","Part Time","Low",0,1,1,0,0,0
"283",283,"Excelsior College",360,580,580,420,570,660,560,530,600,8925,18801,25,31,26,0,0,0,0,0.0022,0,0.004,0,0,0,0.0901,0,0,0,9e-04,0.3866,0,0.002,9e-04,2e-04,0.0013,0,0,0,0,0.0094,0.0074,0.0263,7e-04,0.004,0,0,0,0,7e-04,0.3205,0.1371,0.0054,42.704887,-73.862204,4,"Graduate degree",5,"Four Year","Part Time","Low",0,1,1,0,0,0
"284",284,"Ulster County Community College",430,560,710,560,510,570,410,570,730,4942,9162,25,28,26,0.075,0.0113,0,0,0.0113,0,0.0394,0,0,0.0094,0.0188,0.0056,0,0,0,0.3508,0,0,0,0,0,0.0019,0,0,0,0,0,0.1257,0.0375,0,0,0,0,0,0.0732,0.1876,0.0525,0,41.855225,-74.129983,2,"Associate degree",2,"Two Year","Part Time","Low",1,0,1,0,0,0
"285",285,"Sanford-Brown Institute-New York",320,520,560,360,560,610,440,500,700,11114,29505,21,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.735309,-73.987865,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"286",286,"Union College",450,580,770,370,520,590,520,550,580,48384,48384,22,35,23,0,0,0,0.0058,0,0,0.0194,0,0,0.132,0,0.0233,0,0,0.033,0.0816,0,0.1379,0.033,0,0,0,0.0233,0,0.0913,0,0.0854,0,0,0.2699,0,0,0,0,0.0272,0,0,0.0369,42.817578,-73.928498,3,"Bachelor's degree",14,"Four Year","Full Time","Low",0,1,0,0,0,1
"287",287,"Union Theological Seminary in the City of New York",300,510,790,400,540,570,480,520,580,6880,19102,21,27,23,0.0148,0.0366,0.0208,0.0319,0.0422,0.0456,0.0079,0.0226,0.0229,0.0392,0.0394,0.0256,0.0333,0.0442,0.0371,0.0181,0.0297,0.014,0.0107,0.0177,0.0403,0.0028,0.0068,0.0214,0.0369,0.0202,0.0182,0.0279,0.0545,0.0052,0.0404,0.0274,0.0117,0.0231,0.0192,0.0096,0.0426,0.0374,40.811461,-73.96212,4,"Graduate degree",0,"Four Year","Full Time","Low",0,0,0,0,0,0
"288",288,"United Talmudical Seminary",500,490,550,460,570,580,320,540,660,13535,13535,25,34,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.7057,-73.959161,3,"Bachelor's degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"289",289,"United States Merchant Marine Academy",510,590,580,440,560,690,450,530,620,1107,1107,19,26,27,0,0,0,0,0,0,0,0,0,0.5804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4196,0,0,0,0,40.812154,-73.762534,4,"Graduate degree",14,"Four Year","Full Time","Low",0,1,0,0,0,1
"290",290,"Utica College",510,530,630,470,540,610,540,580,640,33736,33736,20,33,26,0,0,0,0,0.0435,0,0.0045,0,0,0,0,0.0045,0,0,0.018,0.048,0,0.0375,0.012,0,0.0015,0,0.0015,0,0.0165,0,0.0526,0.1982,0,0.021,0,0,0,0,0,0.4414,0.0766,0.0225,43.095183,-75.272407,4,"Graduate degree",9,"Four Year","Full Time","High",0,1,0,1,1,0
"291",291,"Utica School of Commerce",500,590,710,480,510,680,370,570,710,13500,13500,20,26,25,0,0,0,0,0,0,0.0455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9545,0,43.101764,-75.228627,2,"Associate degree",3,"Two Year","Full Time","Low",1,0,0,1,0,0
"292",292,"Vassar College",670,710,750,650,695,740,660,705,750,49570,49570,30,33,32,0,0.0176,0,0.0352,0.0208,0,0.0112,0,0.0016,0,0,0.04,0,0,0.0832,0.008,0,0.1184,0.0192,0,0.0432,0,0.0272,0,0.0272,0,0.0928,0,0,0.3024,0,0,0,0,0.1168,0,0,0.0352,41.685105,-73.894345,3,"Bachelor's degree",14,"Four Year","Full Time","Low",0,1,0,0,0,1
"293",293,"Villa Maria College",530,550,650,400,520,770,450,580,710,19170,19170,24,33,23,0,0,0,0,0,0.1386,0,0,0.0594,0,0,0,0,0,0,0.0099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5248,0.2673,0,0,42.913045,-78.795666,3,"Bachelor's degree",7,"Four Year","Full Time","High",0,1,0,1,1,0
"294",294,"School of Visual Arts",450,515,580,460,520,580,450,515,580,33560,33560,18,24,21,0,0,0,0,0.0553,0.0461,0.0882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8105,0,0,0,40.738742,-73.98224,4,"Graduate degree",13,"Four Year","Full Time","High",0,1,0,1,1,0
"295",295,"Wagner College",490,590,700,520,610,590,420,530,670,40750,40750,23,30,24,0,0,0,0,0,0,0.0087,0,0,0,0,0.0175,0,0,0.0328,0,0,0.0611,0.0109,0,0.0415,0,0.0044,0,0.0066,0,0.0808,0,0,0.1048,0,0,0,0,0.1878,0.2707,0.1507,0.0218,40.615003,-74.09573,4,"Graduate degree",15,"Four Year","Full Time","High",0,1,0,1,1,0
"296",296,"Webb Institute",640,685,730,680,735,790,620,665,710,44000,44000,31,33,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.884352,-73.644838,3,"Bachelor's degree",14,"Four Year","Full Time","Low",0,1,0,0,0,1
"297",297,"Wells College",460,525,590,460,510,560,440,500,560,36700,36700,22,26,24,0,0.0185,0,0.037,0,0,0.0093,0,0,0,0,0.0278,0,0,0.1204,0.0463,0,0.0741,0,0,0,0,0.0093,0,0.0093,0,0.2222,0,0,0.1944,0,0,0,0,0.1111,0,0.0185,0.1019,42.744314,-76.696512,3,"Bachelor's degree",12,"Four Year","Full Time","Low",0,1,0,1,0,1
"298",298,"The College of Westchester",470,580,710,470,530,630,540,540,780,21015,21015,23,28,24,0,0,0,0,0,0,0.1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2551,0.5806,0,41.033687,-73.784404,3,"Bachelor's degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"299",299,"SUNY Westchester Community College",470,550,550,340,590,600,380,590,650,4723,12213,20,35,23,0,0,0,0,0.0251,0,0.0347,0.0064,0.009,0.0154,0.0283,0,0.0392,0.0392,0,0.347,0,0,0,0,0,0,0,0,0,6e-04,0,0.0521,0.0482,0,0,0.0129,0,0,0.0546,0.1253,0.162,0,41.06717,-73.78814,2,"Associate degree",2,"Two Year","Part Time","Low",1,0,1,0,0,0
"300",300,"Westchester School of Beauty Culture",490,500,790,460,590,590,450,530,640,9495,21453,22,29,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.912476,-73.837751,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"301",301,"Wood Tobe-Coburn School",410,530,730,560,600,610,520,500,760,16820,16820,25,33,25,0,0,0,0,0,0,0.0584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2409,0.4197,0.281,0,40.751775,-73.981291,2,"Associate degree",4,"Two Year","Full Time","Low",1,0,0,1,0,0
"302",302,"Word of Life Bible Institute",430,520,540,380,590,800,330,590,560,8860,8860,25,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.731024,-73.809237,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"303",303,"Yeshiva Karlin Stolin",490,510,550,410,600,650,410,580,620,8800,8800,19,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.624918,-73.983373,3,"Bachelor's degree",10,"Four Year","Full Time","Low",0,1,0,1,0,1
"304",304,"Yeshivat Mikdash Melech",450,530,670,460,600,720,480,520,620,8100,8100,23,30,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.616427,-73.969614,4,"Graduate degree",10,"Four Year","Full Time","Low",0,1,0,1,0,1
"305",305,"Yeshiva Derech Chaim",420,530,540,540,580,680,480,520,770,10800,10800,22,33,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.636889,-73.979757,4,"Graduate degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"306",306,"Yeshiva of Nitra Rabbinical College",490,500,560,520,550,560,360,540,790,8200,8200,21,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.22085,-73.728423,4,"Graduate degree",10,"Four Year","Full Time","Low",0,1,0,1,0,1
"307",307,"Yeshiva Shaar Hatorah",440,530,540,530,560,570,460,500,670,14860,14860,21,34,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.703857,-73.8343,3,"Bachelor's degree",10,"Four Year","Full Time","Low",0,1,0,1,0,1
"308",308,"Yeshiva University",560,620,680,560,620,680,550,605,660,38730,38730,23,29,26,0,0,0,0,0,0,0.0066,0,0.0155,0,0,0.375,0,0,0.0365,0,0,0.1128,0.0144,0,0.0409,0,0.0077,0,0.021,0,0.083,0,0,0.0796,0,0,0,0,0.0011,0.0188,0.1715,0.0155,40.8508,-73.928541,4,"Graduate degree",14,"Four Year","Full Time","Low",0,1,0,0,0,1
"309",309,"Yeshivath Viznitz",450,560,590,410,500,590,510,520,560,8100,8100,19,33,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.118499,-74.066431,4,"Graduate degree",10,"Four Year","Full Time","Low",0,1,0,1,0,1
"310",310,"Yeshivath Zichron Moshe",360,550,570,560,590,600,330,590,630,11600,11600,21,25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.730939,-74.621118,4,"Graduate degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"311",311,"Hebrew Union College-Jewish Institute of Religion",380,510,680,470,510,590,410,580,650,11411,26065,23,33,27,0.0455,0.0132,0.034,0.0022,0.0213,0.02,0.0492,0.021,0.0384,0.0475,0.0255,0.0141,0.0458,0.015,0.0436,0.0304,0.0218,0.0374,0.0215,0.0465,7e-04,0.0467,0.0254,0.0318,0.0052,0.048,0.0291,0.0121,0.0288,0.0168,0.0097,0.0153,0.0021,0.0295,0.0385,0.0221,0.0031,0.0411,40.728938,-73.994499,4,"Graduate degree",0,"Four Year","Full Time","Low",0,0,0,0,0,0
"312",312,"Yeshiva and Kollel Harbotzas Torah",390,560,550,380,540,570,480,500,580,7641,30428,20,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.624029,-73.960994,3,"Bachelor's degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"313",313,"Bais Medrash Elyon",500,490,710,510,540,700,410,500,590,7800,7800,22,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.6275,-73.973431,4,"Graduate degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"314",314,"Unification Theological Seminary",490,570,700,400,550,590,440,530,750,24500,24500,21,26,26,0.0248,0.0118,0.0257,0.0025,0.0343,0.027,0.0087,0.0067,0.0336,0.0246,0.0409,0.0232,0.037,0.0056,0.0344,0.0059,0.0314,0.0349,0.0302,0.0085,0.0431,0.0504,0.052,0.0018,0.0081,0.019,0.0268,0.0355,0.0185,0.039,0.0075,0.051,0.0034,0.0343,0.0351,0.0479,0.0259,0.049,42.005744,-73.922774,4,"Graduate degree",0,"Four Year","Full Time","Low",0,0,0,0,0,0
"315",315,"Sanford-Brown Institute-White Plains",500,510,800,430,500,600,480,590,700,7661,16618,23,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,41.027865,-73.745206,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"316",316,"Sanford-Brown Institute-Garden City",460,560,720,510,500,650,380,600,600,5995,27948,19,31,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.733453,-73.608238,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"317",317,"Center for Instruction Technology & Innovation (CiTi)",450,570,570,440,590,590,360,590,670,10356,20861,24,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1273,0.1576,0.1152,0,0.6,0,0,43.457841,-76.259308,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"318",318,"The Art Institute of New York City",510,580,630,360,600,780,500,500,680,19756,19756,25,34,24,0,0,0,0,0,0,0.0733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0.2267,0,40.754972,-73.988506,2,"Associate degree",3,"Two Year","Full Time","Low",1,0,0,1,0,0
"319",319,"New York Academy of Art",350,570,580,560,520,560,430,540,620,10576,29452,25,35,27,0.0268,0.0341,0.0333,0.0169,0.0527,0.0303,0.0352,0.0143,0.0306,0.0054,0.0425,0.0185,0.0219,0.0448,0.0033,0.0036,0.0196,0.0151,0.0151,0.0016,0.0433,0.0012,0.0156,0.0533,0.0286,0.0383,0.0464,0.0533,0.0476,0.0179,0.0243,0.0145,0.0391,0.0223,0.008,0.0126,0.0456,0.0228,40.718388,-74.006019,4,"Graduate degree",0,"Four Year","Full Time","Low",0,0,0,0,0,0
"320",320,"Suffolk County Community College",470,570,790,560,590,730,500,510,600,5100,9490,20,33,27,0,0,0,0,0.0058,0.0153,0.0177,0.0153,0.0013,0.0037,0.0137,0.0053,0.0137,0.014,0,0.5499,0,0,0,0,0,0,0,0,0,0,0,0.0589,0.0071,0,0,0.0164,0,0,0.033,0.1286,0.1001,0,40.848963,-73.056165,2,"Associate degree",2,"Two Year","Part Time","Low",1,0,1,0,0,0
"321",321,"National Tractor Trailer School Inc-Liverpool",450,530,690,400,510,610,420,560,630,6257,16477,24,33,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,43.14248,-76.195097,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"322",322,"Beauty School of Middletown",350,510,560,400,600,700,390,580,570,7758,20399,22,31,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.42455,-74.428691,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"323",323,"Bryant & Stratton College-Southtowns",380,490,680,340,560,560,480,580,600,15296,15296,20,29,23,0,0,0,0,0,0,0.0635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1429,0,0,0,0,0,0,0,0.5079,0.2857,0,42.790182,-78.770366,3,"Bachelor's degree",7,"Four Year","Full Time","High",0,1,0,1,1,0
"324",324,"National Tractor Trailer School Inc-Buffalo",350,570,560,400,530,650,500,560,600,6178,34476,25,29,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42.865334,-78.857766,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"325",325,"Yeshiva Gedolah Imrei Yosef D'spinka",530,530,640,460,560,680,510,530,590,8000,8000,20,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.628855,-73.992774,3,"Bachelor's degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"326",326,"Madison Oneida BOCES-Practical Nursing Program",400,530,560,510,510,590,520,500,570,11534,24529,25,25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43.14082,-75.56033,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"327",327,"Long Island Beauty School-Hauppauge",430,490,730,410,550,600,370,510,750,6996,23026,23,31,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.827293,-73.201722,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
